0.0 -1 0 1 -1 -1 -1 0.004734283033353237 22889 1 1 0.002260513520429924 0.0039239102618783585 0.008359634905740852 0.0005544655804828115 18906 1 1 0.10782222980465751 0.15158235946430096 0.1889448093491427 8.530239699735562e-05 11398 1 1 0.1349910432483153 0.621129403736245 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.006654973173751548 18890 1 1 0.004178704085843995 0.018520429219975237 0.02259595542715642 0.0007222451506397028 18851 1 1 0.0024762690879075525 0.008718530747007841 0.12164671894345852 0.0001031778786628147 137 1 1 0.7423648369789517 0.7494325216673545 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|1
0.0 -1 0 1 -1 -1 -1 0.00460725924261153 8851 1 1 0.0015732104730868638 0.010225868075064613 0.020002247443532982 0.0 -1 0 1 -1 -1 -1 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0038768889943824668 24051 1 1 0.0005934013766911939 0.006646095418941372 0.027968984888044942 0.0005142811931323681 24043 1 1 0.001068122478044149 0.002096684864308885 0.01012738349552971 7.912018355882586e-05 22316 1 1 0.05617533032676636 0.9389983384761452 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.005061305959509552 13974 1 1 0.00028514399771884804 0.004847447961220416 0.022383803820929568 0.00028514399771884804 10571 1 1 0.0011405759908753922 0.0124750499001996 0.05788423153692615 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.004696623508504696 31384 1 1 0.0026656511805026656 0.00621985275450622 0.009456714902259456 0.0005077430820005078 31182 1 1 0.0004442751967504443 0.0063467885250063465 0.05543919776593044 0.00022213759837522214 30914 1 1 0.0067910637217567914 0.01884996191926885 0.8632267072861133 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0027451959071624656 7916 1 1 0.001996506114299975 0.025205889693037185 0.04779136511105565 0.00012478163214374845 0 1 1 0.9825305714998752 -1 -1 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.007137315748642358 25663 1 1 0.0007370054305663305 0.0036074476338246704 0.004150504266873545 0.0008533747090768037 25663 1 1 0.0011249030256012412 0.0165244375484872 0.1417765709852599 7.757951900698215e-05 672 1 1 0.0001551590380139643 0.02622187742435997 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0013669400546776022 27369 1 1 0.001266920050676802 0.007301460292058411 0.015903180636127227 0.00026672001066880045 22853 1 1 0.08501700340068014 0.08958458358338334 0.17520170700806828 0.00010002000400080016 9811 1 1 0.008735080349403214 0.0598453023938121 0.3358338334333533 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.002331778814123917 78014 1 1 0.00028186337313585813 0.0007687182903705222 0.0010633936350125557 0.0001281197150617537 57126 1 1 0.004420130169630503 0.03314457028647568 0.5617024547737406 6.405985753087685e-05 70920 1 1 0.0040998308819761185 0.04558499461897197 0.48725208835135553 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.009325892201498017 40770 1 1 4.8954814706026335e-05 0.004871004063249621 0.009301414794145004 7.34322220590395e-05 6525 1 1 0.5715474616928575 0.6974592451167573 0.7312625446712684 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2.4477407353013167e-05 0 1 2 0.5714005972487394 -1 -1|0
0.008695652173913044 604 1 1 0.18695652173913044 0.3239130434782609 0.4260869565217391 0.0010869565217391304 0 1 1 0.006521739130434782 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0010869565217391304 0 1 2 0.0 -1 -1|1
0.006304176516942475 2777 1 1 0.008405568689256633 0.026267402153926978 0.06277909114788548 0.0005253480430785396 547 1 1 0.3144208037825059 0.4581034935644865 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0002626740215392698 0 1 2 0.3128447596532703 -1 -1|0
0.007882111034955449 2621 1 1 0.004455106237148732 0.009938313913639479 0.040781357093899934 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 2 -1 -1 -1|0
0.0004182350480970305 247 1 1 0.7790673358427436 0.7815767461313258 0.7856545378502718 0.0003136762860727729 140 1 1 0.7796946884148892 0.7822040987034713 0.7943329150982852 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.00010455876202425763 0 1 2 0.7937055625261397 -1 -1|0
0.008577666874610106 6377 1 1 0.0017155333749220212 0.0034310667498440423 0.014660012476606364 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 2 -1 -1 -1|1
0.0002094240837696335 584 1 1 0.8114659685863874 0.814240837696335 0.8337696335078534 0.0020942408376963353 18297 1 1 0.005968586387434555 0.01068062827225131 0.011570680628272252 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 2 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0005096839959225281 3708 1 1 0.26210499490316 0.6372324159021406 0.7065494393476045 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 2 -1 -1 -1|0
0.004635091859093207 10918 1 1 0.0032867015000842743 0.026714983987864486 0.031350075846957697 8.427439743805832e-05 0 1 1 0.9169054441260746 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8.427439743805832e-05 0 1 2 0.9163997977414462 -1 -1|0
0.004901960784313725 518 1 1 0.10784313725490197 0.5931372549019608 0.7107843137254902 0.003676470588235294 504 1 1 0.3394607843137255 0.7181372549019608 0.9571078431372549 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0024509803921568627 504 1 2 0.3321078431372549 0.9497549019607843 -1|0
0.0 -1 0 1 -1 -1 -1 0.0005291581716028824 63432 1 1 0.003999813238292375 0.10117815510559819 0.10278119309604221 0.000575848598509019 61259 1 1 0.0013695858559133426 0.003361710737241841 0.035391343594851604 0.0001867617076245467 63290 1 1 0.00829533251365695 0.055763933201562574 0.060464102843447 0.0004046503665198512 56542 1 1 0.007610539585700279 0.04227039982568907 0.051203834840396555 0.0 -1 0 5 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.000978399939790773 23202 1 1 0.011853691578234364 0.014939414465266802 0.05543011966583879 0.0013923383758560998 26263 1 1 0.0017686460450063973 0.009934522465567848 0.01524046060058704 0.000978399939790773 26310 1 1 0.0005268307368104162 0.007337999548430797 0.017874614284639122 0.0007526153383005946 22965 1 1 0.11044630089561225 0.1435613757808384 0.15699555956950403 0.0 -1 0 5 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0005041246562786434 21173 1 1 0.01833180568285976 0.096929422548121 0.1041704857928506 0.00032080659945004584 17858 1 1 0.013565536205316224 0.01608615948670944 0.38148487626031163 0.00013748854262144822 2617 1 1 0.7092575618698442 0.8236021998166819 0.8291934005499542 0.00018331805682859762 16896 1 1 0.014207149404216315 0.25504124656278643 0.635884509624198 0.0 -1 0 5 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0005630630630630631 6246 1 1 0.043758043758043756 0.10762548262548262 0.12725225225225226 0.0008848133848133849 4877 1 1 0.04062097812097812 0.06040862290862291 0.10448841698841699 0.00040218790218790216 3582 1 1 0.14591377091377092 0.324002574002574 0.33164414414414417 0.0006435006435006435 9508 1 1 0.0337033462033462 0.07014157014157014 0.07432432432432433 0.0 -1 0 5 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.00010753555394252224 26654 1 1 0.008441540984487997 0.03742237277199774 0.048229695943221226 0.0007527488775976557 35075 1 1 0.005027287146812915 0.03411565448826518 0.03642766889802941 0.00010753555394252224 31368 1 1 0.005403661585611743 0.0442508804473479 0.8229427104336371 0.0005914455466838723 35066 1 1 0.005645616581982418 0.009705083743312633 0.04449283544371858 0.0 -1 0 5 -1 -1 -1|1
0.0 -1 0 1 -1 -1 -1 0.0034762076542157218 29453 1 1 0.00022956088282556652 0.0041648903026924216 0.007575509133243695 0.001082215590463385 27560 1 1 0.011281277670284983 0.021217984455448792 0.02338241563637556 0.0002951497064900141 16693 1 1 0.3420457154100941 0.36431312104417407 0.4361328829567442 0.00016397205916111895 27140 1 1 0.011740399435936116 0.4012068343554258 0.5327780146263077 0.0 -1 0 5 -1 -1 -1|0
