0.0 -1 0 1 -1 -1 -1 0.00033738191632928474 1988 1 1 0.3323211875843455 0.46401259559154295 0.5558929374718848 0.0006747638326585695 6321 1 1 0.04127305443094917 0.49111560953666217 0.5762483130904184 0.0002249212775528565 5287 1 1 0.11437246963562753 0.7089518668466037 -1 0.0002249212775528565 282 1 1 0.4609761583445794 0.4926900584795322 -1 0.0 -1 0 5 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.00047843368173119385 16048 1 1 0.2895259826291771 0.5791623730310614 0.5809288973943766 0.0004048284999263948 20320 1 1 0.09546592080082437 0.21827616664213162 0.23590460768438098 0.000625644045340792 21902 1 1 0.0699985278963639 0.12233181215957603 0.22184601795966435 0.00011040777270719859 8860 1 1 0.3205505667598999 0.6123215074341234 0.6466215221551598 0.0 -1 0 5 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.002257046388725778 52423 1 1 0.002935995302407516 0.029286553141514973 0.0324610980622431 0.0 -1 0 1 -1 -1 -1 0.00012844979448032882 45327 1 1 0.06552774515560775 0.08633661186142103 0.17028772753963595 0.00011009982384028186 38680 1 1 0.003981943628890194 0.013028479154433352 0.12144010569583089 0.0 -1 0 5 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 7.206168480219068e-05 0 1 1 0.10095842040786913 -1 -1 0.0 -1 0 1 -1 -1 -1 0.00021618505440657203 4701 1 1 0.3160625495424083 0.6159832816891259 0.6548245297975067 0.005620811414570872 13673 1 1 0.001297110326439432 0.0033868991857029618 0.006125243208186208 0.0 -1 0 5 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0025704580923528873 20163 1 1 0.0031671715780776646 0.02662260167079776 0.030661892958780867 0.001331130083539888 19154 1 1 0.00977692095841366 0.01914073258055632 0.062425410814284404 9.180207472688883e-05 17245 1 1 0.0854677315707335 0.8770311209033325 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|1
0.00014358738728390097 2944 1 1 0.8552064786629142 0.8750789730630062 0.8757107575670553 0.0035896846820975244 34280 1 1 0.00034460972948136237 0.00439377405088737 0.01774740106829016 0.002010223421974614 34628 1 1 5.7434954913560395e-05 0.010137269542243409 0.013669519269427374 2.8717477456780197e-05 0 1 1 0.0019815059445178335 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.00033746730785455157 1505 1 1 0.5764785286425378 0.5937737281700836 0.6839618661942124 0.0037121403864000674 11418 1 1 0.006243145195309204 0.1035180966843837 0.1119547793807475 0.0006749346157091031 10757 1 1 0.005399476925672825 0.017463933181473046 0.10267442841474732 8.436682696363789e-05 0 1 1 0.9055935206276892 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0017770063641623275 22632 1 1 0.04016860897594843 0.04678072567980825 0.06628646995619472 0.0006198859409868585 21669 1 1 0.021241424911149682 0.0532688651954707 0.1703859823125878 0.0006612116703859823 23317 1 1 0.001983635011157947 0.017067526241838167 0.022977105545912885 4.132572939912389e-05 0 1 1 0.43371353004380525 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0015904354502577602 16353 1 1 0.07639574421410551 0.09389053416694088 0.09942963694197653 0.0012613798398596028 18118 1 1 0.001042009432927498 0.012229900186464845 0.06696281671602501 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.00016147263038914905 0 1 1 0.04036815759728726 -1 -1 0.0011303084127240433 5709 1 1 0.022767640884870016 0.09930566768932667 0.2756337800742774 0.0014532536735023414 5793 1 1 0.021152914580978524 0.2657839496205393 0.30437590828354594 0.00016147263038914905 0 1 1 0.2696592927498789 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|1
0.000721240533717995 1386 1 1 0.18067075369635774 0.6804904435629282 -1 0.000721240533717995 678 1 1 0.3274432023079697 0.57194374323837 -1 0.0003606202668589975 0 1 1 0.02704652001442481 -1 -1 0.0003606202668589975 0 1 1 0.8856833754056977 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.00019423761735189383 11168 1 1 0.004661702816445451 0.662156037552606 0.7277436063450955 0.003820006474587245 15171 1 1 0.00712204596956944 0.048624150210424086 0.055616704435092264 0.0004532211071544189 12493 1 1 0.006474587245063127 0.1700226610553577 0.3485270314017481 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0004942746519482659 11843 1 1 0.015404893319054288 0.34319136666941263 0.3709531262871736 0.004777988302166571 10712 1 1 0.01334541560260318 0.017052475492215176 0.03451684652772057 0.0004118955432902216 11191 1 1 0.012521624516022737 0.19746272345333224 0.49188565779718263 8.237910865804432e-05 0 1 1 0.6418156355548233 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.00012061271257990592 425 1 1 0.4317935110360632 0.4574237124592932 -1 0.0006633699191894826 14201 1 1 0.03202267518996502 0.03431431672898323 0.14087564829333013 0.001567965263538777 14148 1 1 0.0009045953443492944 0.0036786877336871305 0.0825594017609456 6.030635628995296e-05 0 1 1 0.4797370642865758 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 4.813014390913029e-05 0 1 1 0.2666409972565818 -1 -1 0.0042835828079125955 19397 1 1 0.0019252057563652115 0.0037060210810030323 0.012706357992010395 9.626028781826057e-05 5969 1 1 0.6601049237137219 0.9473937527073206 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0003017991874637261 38695 1 1 0.020708067324434126 0.47828206616366803 0.4832269297736506 0.004062681369704005 43038 1 1 0.0003017991874637261 0.0010679048171793385 0.010377248984329658 2.3215322112594312e-05 0 1 1 0.6174114915844457 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 9.148107866356309e-05 90702 1 1 0.05567131864892611 0.3154267592319655 0.4720931887254653 1.0164564295951454e-05 0 1 1 0.8361878818064463 -1 -1 3.0493692887854362e-05 6502 1 1 0.42463483802766794 0.4641749931389191 0.4907248350799443 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0002479748718796495 16166 1 1 0.20846420896015871 0.271491155562903 0.6020003306331625 0.0002066457265663746 6743 1 1 0.06203504711522566 0.10596792858323689 0.11125805918333609 4.132914531327492e-05 0 1 1 0.12469003141015043 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 4.695364735932687e-05 28007 1 1 0.04255878596649388 0.07030839155585605 0.194406881526557 6.573510630305762e-05 27232 1 1 0.03776951393584253 0.038379911351513786 0.039178123356622345 9.390729471865374e-06 0 1 1 0.37297160243407707 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 6.219756434338031e-05 56129 1 1 0.26147856049957086 0.48820112204406074 0.49677194641057854 0.001194193235392902 79485 1 1 0.007040764283670652 0.00913060244560823 0.010349674706738483 0.0003607458731916058 76244 1 1 9.95161029494085e-05 0.07064399358121136 0.07497294405951063 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0 -1 0 1 -1 -1 -1 0.005904455179817499 10327 1 1 0.0025943818214349615 0.007514761137949544 0.014850599391662193 0.0001789228842368939 351 1 1 0.45589550903560566 0.4872964752191805 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 5.6318197817669836e-05 4427 1 1 0.4423372052094333 0.4966701865540303 0.5024005631819781 0.0011404435058078141 69140 1 1 0.009039070749736009 0.00981344596972897 0.010827173530447026 0.00019711369236184443 50882 1 1 0.20650475184794087 0.4844632171770503 0.6423512847588877 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0003378264247829465 26299 1 1 0.10533427924732272 0.13685348467957165 0.28296341339819603 0.0002026958548697679 9918 1 1 0.6275463666768014 0.8323367453802236 0.9465220769568595 0.0002702611398263572 22278 1 1 0.02803959325698456 0.18100739839870275 0.32191480017566976 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0006046680372475511 975 1 1 0.7536582416253477 0.7548071108961181 0.7566815818115854 0.0037489418309348166 16113 1 1 0.006469947998548797 0.016749304631757167 0.029870601040029025 6.046680372475511e-05 0 1 1 0.036280082234853066 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0021445804664462515 22181 1 1 0.0008042176749173443 0.0017871503887052094 0.04217674917344295 0.0 -1 0 1 -1 -1 -1 0.0037976945759985704 21770 1 1 0.0020999017067286213 0.03163256188008221 0.0375301581628094 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|1
0.0 -1 0 1 -1 -1 -1 0.0027718470240101884 26578 1 1 0.0006742330598943702 0.0014982956886541558 0.017754803910551748 0.0 -1 0 1 -1 -1 -1 0.0038206540060680976 26278 1 1 0.001760497434168633 0.002622017455144773 0.018017005656066225 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0016471298761907376 35044 1 1 0.019491036868257063 0.0549317813709611 0.059077058226041125 0.0 -1 0 1 -1 -1 -1 0.0037334943860323384 36271 1 1 0.00131770390095259 0.007576797430477393 0.01973810634968567 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
6.0091338835029246e-05 25010 1 1 0.07549475202307507 0.4707956093261758 0.5764562134444355 0.0010616136527521833 49062 1 1 0.0038458456854418717 0.008072269850172262 0.010936623667975322 0.0 -1 0 1 -1 -1 -1 0.0023635926608444836 49465 1 1 0.00018027401650508773 0.011076836791923724 0.01293966829580963 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|1
0.0 -1 0 1 -1 -1 -1 0.0022430668841761825 9152 1 1 0.01896411092985318 0.0476141924959217 0.061786296900489396 0.0 -1 0 1 -1 -1 -1 0.0032626427406199023 9152 1 1 0.019677814029363784 0.037010603588907016 0.0483278955954323 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.00010795638562020944 0 1 1 0.6212889992443053 -1 -1 0.0003238691568606283 6231 1 1 0.1053654323653244 0.7493252725898737 0.7780416711648493 0.0 -1 0 1 -1 -1 -1 0.0003238691568606283 262 1 1 0.9193565799417035 0.9305840440462053 0.9476411529741984 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0005231949773282176 8397 1 1 0.0023543773979769794 0.01639344262295082 0.017265434251831184 0.0 -1 0 1 -1 -1 -1 0.0016567840948726893 10854 1 1 0.017963027554935472 0.3505406348099058 0.3920474363446111 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
9.81017314955609e-05 4317 1 1 0.7836856820522882 0.9954382694854564 -1 0.000981017314955609 16222 1 1 0.051699612498160595 0.07131995879727278 0.07946240251140432 0.0 -1 0 1 -1 -1 -1 0.0020110854956589983 18812 1 1 0.0010300681807033894 0.040368862510423306 0.052092019424142835 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.00039269585705870805 1017 1 1 0.6385234635774593 0.8382093068918123 -1 0.0 -1 0 1 -1 -1 -1 0.0009817396426467701 4027 1 1 0.04889063420380915 0.6031808364421756 0.6398978990771648 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.0006432419393744472 11052 1 1 0.014070917423816033 0.05121813942269036 0.3176007075661333 0.0 -1 0 1 -1 -1 -1 0.0012864838787488943 11138 1 1 0.0077189032724933665 0.014633754120768673 0.02211144166599662 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 4 -1 -1 -1|0
0.0033619817997977753 39267 1 1 0.0037917087967644083 0.030662285136501516 0.07477249747219414 0.0002527805864509606 8835 1 1 0.01231041456016178 0.013119312436804854 0.08220424671385237 0.00030333670374115267 15945 1 1 0.17090495449949444 0.1975227502527806 0.19969666329625885 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|1
4.555808656036447e-05 0 1 1 0.7389521640091116 -1 -1 0.004920273348519362 21855 1 1 0.004054669703872437 0.01275626423690205 0.014123006833712985 0.001275626423690205 19386 1 1 0.00031890660592255127 0.005785876993166287 0.0130751708428246 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|1
0.0030787274593168158 6142 1 1 0.09426770268289107 0.11361970385573963 0.3489224453892391 0.0 -1 0 1 -1 -1 -1 0.00014660606949127694 0 1 1 0.01817915261691834 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
2.4713325425069198e-05 0 1 1 0.1194642151047845 -1 -1 0.004547251878212732 40437 1 1 0.0002718465796757612 0.001112099644128114 0.0015322261763542901 7.41399762752076e-05 18958 1 1 0.1190688018979834 0.5594108343218663 0.5875840253064453 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.005347025495750708 56457 1 1 0.00012393767705382437 0.0003009915014164306 0.0013101983002832861 1.7705382436260622e-05 0 1 1 0.40672804532577905 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
9.862905611993293e-05 17190 1 1 0.04888713548344676 0.6080810073314266 0.6140316270506625 9.862905611993293e-05 21291 1 1 0.1826610119341158 0.8567906105138574 0.8826314232172798 0.0002301344642798435 20588 1 1 0.048229608442647204 0.06950060821251274 0.5822730709800441 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
0.00032913296971976677 15135 1 1 0.07198608237728042 0.7258792552191086 0.7395147639646417 0.0 -1 0 1 -1 -1 -1 0.0001410569870227572 12371 1 1 0.06878879067143126 0.6492853112657514 0.6504607861576077 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
5.287741253194677e-05 20331 1 1 0.5127698951264651 0.5168767074997797 0.8711201198554684 0.000987045033929673 48296 1 1 0.022455274521900062 0.038741517581739666 0.04150876883757822 0.0011280514673481978 56276 1 1 0.002590993214065392 0.009094914955494844 0.01103375341499956 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
0.00022489092789996853 8278 1 1 0.035982548463994964 0.1963747582422525 0.21265686142221024 0.0006296945981199119 18626 1 1 0.13484460036882112 0.45702334367831604 0.4678630864030945 8.99563711599874e-05 1003 1 1 0.8406422884900823 0.885755408626816 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
0.0 -1 0 1 -1 -1 -1 0.006587007366629012 62168 1 1 0.005648279263655312 0.0065074541375634435 0.007509824823789597 9.546387487868133e-05 19805 1 1 0.2893191834656569 0.3384353470907384 0.5006762024470574 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
0.0002952755905511811 4464 1 1 0.029625984251968503 0.05403543307086614 0.468996062992126 9.84251968503937e-05 0 1 1 0.09389763779527559 -1 -1 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|1
0.0009300162752848175 11981 1 1 0.041773231031543054 0.0530109276912346 0.26900720762613345 0.00015500271254746957 654 1 1 0.8856079981399675 0.9362938851429901 -1 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
0.00015629884338855892 0 1 1 0.15582994685839324 -1 -1 0.00031259768677711783 1254 1 1 0.02047514848390122 0.21647389809315412 -1 0.00015629884338855892 0 1 1 0.20740856517661768 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
0.0004970178926441351 0 1 1 0.46371769383697814 -1 -1 0.0014910536779324055 944 1 1 0.3772365805168986 0.42196819085487075 0.8464214711729622 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
3.321817698644698e-05 0 1 1 0.5739768801488174 -1 -1 0.0 -1 0 1 -1 -1 -1 0.00013287270794578793 4543 1 1 0.26644299760829127 0.2683032155195323 0.2986978474621313 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
0.00012479720454261825 0 1 1 0.8219143891176838 -1 -1 0.002620741295394983 7139 1 1 0.03731436415824285 0.09322351179333582 0.13116186197429178 0.0 -1 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0 -1 0 3 -1 -1 -1|0
